cik,company_name,fiscal_period,fiscal_year,filing_date,is_basic_earnings_per_share_unit,is_basic_earnings_per_share_value,is_cost_of_revenue_unit,is_cost_of_revenue_value,is_gross_profit_unit,is_gross_profit_value,is_operating_expenses_unit,is_operating_expenses_value,is_revenues_unit,is_revenues_value,ci_comprehensive_income_loss_unit,ci_comprehensive_income_loss_value,ci_comprehensive_income_loss_attributable_to_parent_unit,ci_comprehensive_income_loss_attributable_to_parent_value,ci_other_comprehensive_income_loss_unit,ci_other_comprehensive_income_loss_value,cfs_exchange_gains_losses_unit,cfs_exchange_gains_losses_value,cfs_net_cash_flow_unit,cfs_net_cash_flow_value,cfs_net_cash_flow_from_financing_activities_unit,cfs_net_cash_flow_from_financing_activities_value,bs_assets_unit,bs_assets_value,bs_current_assets_unit,bs_current_assets_value,bs_liabilities_and_equity_unit,bs_liabilities_and_equity_value,bs_fixed_assets_unit,bs_fixed_assets_value,bs_equity_attributable_to_noncontrolling_interest_unit,bs_equity_attributable_to_noncontrolling_interest_value,bs_noncurrent_assets_unit,bs_noncurrent_assets_value,bs_liabilities_unit,bs_liabilities_value,bs_other_than_fixed_noncurrent_assets_unit,bs_other_than_fixed_noncurrent_assets_value,bs_equity_attributable_to_parent_unit,bs_equity_attributable_to_parent_value,bs_noncurrent_liabilities_unit,bs_noncurrent_liabilities_value,bs_current_liabilities_unit,bs_current_liabilities_value,bs_equity_unit,bs_equity_value,cfs_net_cash_flow_from_op_and_inv
0001281895,"ROCKET PHARMACEUTICALS, INC.",Q2,2023,2023-08-09,USD / shares,-0.82,,,,,USD,68757000.0,USD,0.0,USD,-66340000.0,USD,-66340000.0,USD,-66340000.0,,,USD,-19481000.0,USD,182000.0,USD,461781000.0,USD,312074000.0,USD,461781000.0,USD,32986000.0,USD,0.0,USD,149707000.0,USD,58811000.0,USD,116721000.0,USD,402970000.0,USD,24465000.0,USD,34346000.0,USD,402970000.0,-19663000.0
0001281895,"ROCKET PHARMACEUTICALS, INC.",Q1,2023,2023-05-05,USD / shares,-0.73,,,,,USD,62194000.0,USD,0.0,USD,-58335000.0,USD,-58063000.0,USD,0.0,,,USD,-75938000.0,USD,18343000.0,USD,514757000.0,USD,338033000.0,USD,514757000.0,USD,30588000.0,USD,0.0,USD,176724000.0,USD,55881000.0,USD,146136000.0,USD,458876000.0,USD,0.0,USD,31206000.0,USD,458876000.0,-94281000.0
0001600620,Aurinia Pharmaceuticals Inc.,Q2,2023,2023-08-03,USD / shares,-0.08,USD,1563000.0,USD,39931000.0,USD,56101000.0,USD,41494000.0,USD,-11524000.0,USD,-11524000.0,USD,-11524000.0,,,USD,-7294000.0,USD,1140000.0,USD,548900000.0,USD,415907000.0,USD,548900000.0,USD,3650000.0,USD,0.0,USD,132993000.0,USD,156608000.0,USD,129343000.0,USD,392292000.0,USD,94947000.0,USD,61661000.0,USD,392292000.0,-8434000.0
0001600620,Aurinia Pharmaceuticals Inc.,Q1,2023,2023-05-04,USD / shares,-0.18,USD,421000.0,USD,33988000.0,USD,63572000.0,USD,34409000.0,USD,-26133000.0,USD,-26133000.0,USD,-26133000.0,,,USD,-5171000.0,USD,1639000.0,USD,451761000.0,USD,423648000.0,USD,451761000.0,USD,3842000.0,USD,0.0,USD,28113000.0,USD,61353000.0,USD,24271000.0,USD,390408000.0,USD,0.0,USD,42046000.0,USD,390408000.0,-6810000.0
0001438533,"Travere Therapeutics, Inc.",Q2,2023,2023-08-03,USD / shares,-1.13,USD,1990000.0,USD,57707000.0,USD,145288000.0,USD,59697000.0,USD,-87309000.0,USD,-87309000.0,USD,-87309000.0,USD,82000.0,USD,-90502000.0,USD,2266000.0,USD,736429000.0,USD,542055000.0,USD,736429000.0,USD,8570000.0,USD,0.0,USD,194374000.0,USD,619944000.0,USD,185804000.0,USD,116485000.0,USD,484233000.0,USD,135711000.0,USD,116485000.0,-92768000.0
0001438533,"Travere Therapeutics, Inc.",Q1,2023,2023-05-04,USD / shares,-1.27,USD,5125000.0,USD,51868000.0,USD,138914000.0,USD,56993000.0,USD,-85600000.0,USD,-85600000.0,USD,-85600000.0,USD,848000.0,USD,99688000.0,USD,216996000.0,USD,808231000.0,USD,604904000.0,USD,808231000.0,USD,9127000.0,USD,0.0,USD,203327000.0,USD,619091000.0,USD,194200000.0,USD,189140000.0,USD,0.0,USD,130645000.0,USD,189140000.0,-117308000.0
0001425205,"IOVANCE BIOTHERAPEUTICS, INC.",Q2,2023,2023-08-08,USD / shares,-0.47,USD,2050000.0,USD,-1812000.0,USD,108274000.0,USD,238000.0,USD,-106077000.0,USD,-106077000.0,USD,-106077000.0,,,USD,-253474000.0,USD,1025000.0,USD,757293000.0,USD,274878000.0,USD,757293000.0,USD,112549000.0,USD,0.0,USD,482415000.0,USD,178724000.0,USD,369866000.0,USD,578569000.0,USD,90081000.0,USD,88643000.0,USD,578569000.0,-254499000.0
0001425205,"IOVANCE BIOTHERAPEUTICS, INC.",Q1,2023,2023-05-10,USD / shares,-0.5,USD,0.0,USD,0.0,USD,110856000.0,USD,0.0,USD,-106594000.0,USD,-106594000.0,USD,-106594000.0,,,USD,311753000.0,USD,258172000.0,USD,824767000.0,USD,637781000.0,USD,824767000.0,USD,109923000.0,USD,0.0,USD,186986000.0,USD,157886000.0,USD,77063000.0,USD,666881000.0,USD,70612000.0,USD,87274000.0,USD,666881000.0,53581000.0
0001645569,"DICE Therapeutics, Inc.",Q2,2023,2023-08-08,USD / shares,-0.74,,,,,USD,39497000.0,USD,0.0,USD,-34517000.0,USD,-34517000.0,USD,299000.0,,,USD,-28130000.0,USD,1238000.0,USD,550673000.0,USD,532304000.0,USD,550673000.0,USD,4436000.0,USD,0.0,USD,18369000.0,USD,31617000.0,USD,13933000.0,USD,519056000.0,USD,11046000.0,USD,20571000.0,USD,519056000.0,-29368000.0
0001645569,"DICE Therapeutics, Inc.",Q1,2023,2023-05-11,USD / shares,-0.54,,,,,USD,31575000.0,USD,0.0,USD,-25346000.0,USD,-25346000.0,USD,300000.0,,,USD,-359799000.0,USD,292000.0,USD,575604000.0,USD,559350000.0,USD,575604000.0,USD,3345000.0,USD,0.0,USD,16254000.0,USD,28699000.0,USD,12909000.0,USD,546905000.0,USD,0.0,USD,17241000.0,USD,546905000.0,-360091000.0
0001029142,DYNAVAX TECHNOLOGIES CORP,Q2,2023,2023-08-03,USD / shares,0.03,,,,,USD,63654000.0,USD,60249000.0,USD,2259000.0,USD,2259000.0,USD,-1172000.0,USD,-1000.0,USD,52473000.0,USD,-294000.0,USD,936432000.0,USD,797460000.0,USD,936432000.0,USD,37442000.0,USD,0.0,USD,138972000.0,USD,359227000.0,USD,101530000.0,USD,577205000.0,USD,314365000.0,USD,44862000.0,USD,577205000.0,52767000.0
0001029142,DYNAVAX TECHNOLOGIES CORP,Q1,2023,2023-05-02,USD / shares,-0.19,,,,,USD,77173000.0,USD,46925000.0,USD,-23094000.0,USD,-23094000.0,USD,1238000.0,USD,151000.0,USD,-27651000.0,USD,-3090000.0,USD,969922000.0,USD,830141000.0,USD,969922000.0,USD,38159000.0,USD,0.0,USD,139781000.0,USD,406190000.0,USD,101622000.0,USD,563732000.0,USD,0.0,USD,91515000.0,USD,563732000.0,-24561000.0
0001601830,"RECURSION PHARMACEUTICALS, INC.",Q2,2023,2023-08-08,USD / shares,-0.38,USD,9382000.0,USD,1635000.0,USD,83350000.0,USD,11017000.0,USD,-76726000.0,USD,-76726000.0,USD,-76726000.0,USD,181000.0,USD,-65552000.0,USD,3787000.0,USD,666699000.0,USD,431020000.0,USD,666699000.0,USD,89768000.0,USD,0.0,USD,235679000.0,USD,197736000.0,USD,145911000.0,USD,468963000.0,USD,83777000.0,USD,113959000.0,USD,468963000.0,-69339000.0
0001601830,"RECURSION PHARMACEUTICALS, INC.",Q1,2023,2023-05-08,USD / shares,-0.34,USD,12448000.0,USD,-314000.0,USD,69551000.0,USD,12134000.0,USD,-65327000.0,USD,-65327000.0,USD,-65327000.0,USD,-2000.0,USD,-76736000.0,USD,1922000.0,USD,627366000.0,USD,492125000.0,USD,627366000.0,USD,90004000.0,USD,0.0,USD,135241000.0,USD,197191000.0,USD,45237000.0,USD,430175000.0,USD,0.0,USD,92150000.0,USD,430175000.0,-78658000.0
0001786205,"Arcellx, Inc.",Q2,2023,2023-08-14,USD / shares,-0.5,,,,,USD,43862000.0,USD,14302000.0,USD,-23947000.0,USD,-23947000.0,USD,-23947000.0,,,USD,28773000.0,USD,116000.0,USD,623528000.0,USD,558070000.0,USD,623528000.0,USD,22285000.0,USD,0.0,USD,65458000.0,USD,329861000.0,USD,43173000.0,USD,293667000.0,USD,173747000.0,USD,156114000.0,USD,293667000.0,28657000.0
0001786205,"Arcellx, Inc.",Q1,2023,2023-05-08,USD / shares,-0.58,,,,,USD,48369000.0,USD,17912000.0,USD,-27344000.0,USD,-27037000.0,USD,0.0,,,USD,210713000.0,USD,95445000.0,USD,622943000.0,USD,571367000.0,USD,622943000.0,USD,14421000.0,USD,0.0,USD,51576000.0,USD,319226000.0,USD,37155000.0,USD,303717000.0,USD,0.0,USD,166057000.0,USD,303717000.0,115268000.0
0001439222,"AGIOS PHARMACEUTICALS, INC.",Q2,2023,2023-08-03,USD / shares,-1.51,USD,1108000.0,USD,5604000.0,USD,99304000.0,USD,6712000.0,USD,-84265000.0,USD,-84265000.0,USD,-84265000.0,,,USD,-19386000.0,USD,237000.0,USD,1085153000.0,USD,757239000.0,USD,1085153000.0,USD,19634000.0,USD,0.0,USD,327914000.0,USD,120917000.0,USD,308280000.0,USD,964236000.0,USD,65776000.0,USD,55141000.0,USD,964236000.0,-19623000.0
0001439222,"AGIOS PHARMACEUTICALS, INC.",Q1,2023,2023-05-04,USD / shares,-1.47,USD,554000.0,USD,5055000.0,USD,95668000.0,USD,5609000.0,USD,-81018000.0,USD,-76894000.0,USD,0.0,,,USD,-35120000.0,USD,2467000.0,USD,1151298000.0,USD,791656000.0,USD,1151298000.0,USD,21438000.0,USD,0.0,USD,359642000.0,USD,114772000.0,USD,338204000.0,USD,1036526000.0,USD,0.0,USD,45113000.0,USD,1036526000.0,-37587000.0
0001845337,"Day One Biopharmaceuticals, Inc.",Q2,2023,2023-08-07,USD / shares,-0.61,,,,,USD,49254000.0,USD,0.0,USD,-45939000.0,USD,-45939000.0,USD,-76000.0,,,USD,139943000.0,USD,162101000.0,USD,450756000.0,USD,449784000.0,USD,450756000.0,USD,183000.0,USD,0.0,USD,972000.0,USD,24702000.0,USD,789000.0,USD,426054000.0,USD,190000.0,USD,24512000.0,USD,426054000.0,-22158000.0
0001845337,"Day One Biopharmaceuticals, Inc.",Q1,2023,2023-05-01,USD / shares,-0.59,,,,,USD,45855000.0,USD,0.0,USD,-42393000.0,USD,-42255000.0,USD,0.0,,,USD,-35994000.0,USD,1184000.0,USD,323563000.0,USD,323563000.0,USD,323563000.0,USD,72000.0,USD,0.0,USD,0.0,USD,23148000.0,USD,-72000.0,USD,300415000.0,USD,0.0,USD,22848000.0,USD,300415000.0,-37178000.0
0001664710,"Keros Therapeutics, Inc.",Q2,2023,2023-08-07,USD / shares,-1.27,,,,,USD,41337000.0,USD,0.0,USD,-37505000.0,USD,-37505000.0,USD,0.0,,,USD,-29403000.0,USD,1740000.0,USD,356306000.0,USD,334308000.0,USD,356306000.0,USD,3087000.0,USD,0.0,USD,21998000.0,USD,30046000.0,USD,18911000.0,USD,326260000.0,USD,13951000.0,USD,16095000.0,USD,326260000.0,-31143000.0
0001664710,"Keros Therapeutics, Inc.",Q1,2023,2023-05-04,USD / shares,-1.26,,,,,USD,38869000.0,USD,0.0,USD,-35804000.0,USD,-35804000.0,USD,0.0,,,USD,72381000.0,USD,107678000.0,USD,384436000.0,USD,362222000.0,USD,384436000.0,USD,2933000.0,USD,0.0,USD,22214000.0,USD,29452000.0,USD,19281000.0,USD,354984000.0,USD,0.0,USD,15458000.0,USD,354984000.0,-35297000.0
0001724521,"Arcus Biosciences, Inc.",Q2,2023,2023-08-07,,,,,,,USD,112000000.0,USD,29000000.0,USD,-75000000.0,USD,-75000000.0,USD,-75000000.0,,,USD,-8000000.0,USD,23000000.0,USD,1220000000.0,USD,986000000.0,USD,1220000000.0,USD,45000000.0,USD,0.0,USD,234000000.0,USD,654000000.0,USD,189000000.0,USD,566000000.0,USD,474000000.0,USD,180000000.0,USD,566000000.0,-31000000.0
0001724521,"Arcus Biosciences, Inc.",Q1,2023,2023-05-09,,,,,,,USD,111000000.0,USD,25000000.0,USD,-77000000.0,USD,-77000000.0,USD,3000000.0,,,USD,32000000.0,USD,1000000.0,USD,1254000000.0,USD,1015000000.0,USD,1254000000.0,USD,37000000.0,USD,0.0,USD,239000000.0,USD,-600000000.0,USD,202000000.0,USD,600000000.0,USD,0.0,USD,179000000.0,USD,600000000.0,31000000.0
0001599298,Summit Therapeutics Inc.,Q2,2023,2023-08-09,USD / shares,-0.02,,,,,USD,15767000.0,USD,-27000.0,USD,-15758000.0,USD,-15758000.0,USD,-15758000.0,,,USD,-29146000.0,USD,-80000.0,USD,237372000.0,USD,227501000.0,USD,237372000.0,USD,225000.0,USD,0.0,USD,9871000.0,USD,117773000.0,USD,9646000.0,USD,119599000.0,USD,105842000.0,USD,11931000.0,USD,119599000.0,-29066000.0
0001599298,Summit Therapeutics Inc.,Q1,2023,2023-05-11,USD / shares,-1.43,,,,,USD,537738000.0,USD,584000.0,USD,-541878000.0,USD,-541878000.0,USD,-541878000.0,,,USD,-578082000.0,USD,80112000.0,USD,254897000.0,USD,248027000.0,USD,254897000.0,USD,412000.0,USD,0.0,USD,6870000.0,USD,121415000.0,USD,6458000.0,USD,133482000.0,USD,0.0,USD,17443000.0,USD,133482000.0,-658194000.0
0000886163,LIGAND PHARMACEUTICALS INC,Q2,2023,2023-08-09,USD / shares,0.13,,,,,USD,28349000.0,USD,26366000.0,USD,2258000.0,USD,2258000.0,USD,2258000.0,,,USD,-60283000.0,USD,-67757000.0,USD,758105000.0,USD,276711000.0,USD,758105000.0,USD,11382000.0,USD,0.0,USD,481394000.0,USD,93213000.0,USD,470012000.0,USD,664892000.0,USD,63825000.0,USD,29388000.0,USD,664892000.0,7474000.0
0000886163,LIGAND PHARMACEUTICALS INC,Q1,2023,2023-05-08,USD / shares,2.46,,,,,USD,29774000.0,USD,43979000.0,USD,41949000.0,USD,41998000.0,USD,0.0,,,USD,43722000.0,USD,-775000.0,USD,811076000.0,USD,328195000.0,USD,811076000.0,USD,11743000.0,USD,0.0,USD,482881000.0,USD,164759000.0,USD,471138000.0,USD,646317000.0,USD,0.0,USD,98929000.0,USD,646317000.0,44497000.0
0000886744,GERON CORP,Q2,2023,2023-08-03,USD / shares,-0.09,,,,,USD,51980000.0,USD,29000.0,USD,-50012000.0,USD,-50012000.0,USD,-50012000.0,,,USD,-55705000.0,USD,18340000.0,USD,415296000.0,USD,377279000.0,USD,415296000.0,USD,1147000.0,USD,0.0,USD,38017000.0,USD,116869000.0,USD,36870000.0,USD,298427000.0,USD,44300000.0,USD,72569000.0,USD,298427000.0,-74045000.0
0000886744,GERON CORP,Q1,2023,2023-05-11,USD / shares,-0.07,,,,,USD,40113000.0,USD,21000.0,USD,-38122000.0,USD,-38063000.0,USD,0.0,,,USD,55949000.0,USD,281047000.0,USD,424877000.0,USD,387023000.0,USD,424877000.0,USD,1066000.0,USD,0.0,USD,37854000.0,USD,-326055000.0,USD,36788000.0,USD,326055000.0,USD,0.0,USD,43911000.0,USD,326055000.0,-225098000.0
0001654151,"Deciphera Pharmaceuticals, Inc.",Q2,2023,2023-08-09,USD / shares,-0.57,USD,173000.0,USD,38131000.0,USD,90906000.0,USD,38304000.0,USD,-49348000.0,USD,-49348000.0,USD,-786000.0,USD,184000.0,USD,-33243000.0,USD,838000.0,USD,509618000.0,USD,405050000.0,USD,509618000.0,USD,6213000.0,USD,0.0,USD,104568000.0,USD,105188000.0,USD,98355000.0,USD,404430000.0,USD,24154000.0,USD,81034000.0,USD,404430000.0,-34081000.0
0001654151,"Deciphera Pharmaceuticals, Inc.",Q1,2023,2023-05-03,USD / shares,-0.6,USD,488000.0,USD,32957000.0,USD,86214000.0,USD,33445000.0,USD,-48807000.0,USD,-48807000.0,USD,802000.0,USD,79000.0,USD,49896000.0,USD,134686000.0,USD,549019000.0,USD,476159000.0,USD,549019000.0,USD,6511000.0,USD,0.0,USD,72860000.0,USD,108935000.0,USD,66349000.0,USD,440084000.0,USD,0.0,USD,83913000.0,USD,440084000.0,-84790000.0
0001478320,Adaptive Biotechnologies Corp,Q2,2023,2023-08-02,USD / shares,-0.33,USD,17910000.0,USD,31016000.0,USD,78834000.0,USD,48926000.0,USD,-46799000.0,USD,-46798000.0,USD,1012000.0,,,USD,15236000.0,USD,1469000.0,USD,764540000.0,USD,476809000.0,USD,764540000.0,USD,79390000.0,USD,-69000.0,USD,287731000.0,USD,368573000.0,USD,208341000.0,USD,396036000.0,USD,273238000.0,USD,95335000.0,USD,395967000.0,13767000.0
0001478320,Adaptive Biotechnologies Corp,Q1,2023,2023-05-03,USD / shares,-0.4,USD,18681000.0,USD,18966000.0,USD,76159000.0,USD,37647000.0,USD,-55489000.0,USD,-55488000.0,USD,2211000.0,,,USD,4499000.0,USD,672000.0,USD,791463000.0,USD,501333000.0,USD,791463000.0,USD,81294000.0,USD,-68000.0,USD,290130000.0,USD,367511000.0,USD,208836000.0,USD,424020000.0,USD,0.0,USD,90101000.0,USD,423952000.0,3827000.0
0001737953,"Replimune Group, Inc.",Q1,2024,2023-08-03,USD / shares,-0.75,,,,,USD,55648000.0,USD,0.0,USD,-51318000.0,USD,-51318000.0,USD,-1763000.0,USD,13000.0,USD,-40109000.0,USD,1105000.0,USD,603891000.0,USD,550042000.0,USD,603891000.0,USD,7616000.0,USD,0.0,USD,53849000.0,USD,89862000.0,USD,46233000.0,USD,514029000.0,USD,57620000.0,USD,32242000.0,USD,514029000.0,-41214000.0
0001737953,"Replimune Group, Inc.",FY,2023,2023-05-18,USD / shares,-2.99,,,,,USD,177080000.0,USD,0.0,USD,-167582000.0,USD,-167582000.0,USD,6702000.0,USD,-109000.0,USD,40642000.0,USD,311303000.0,USD,646591000.0,USD,592603000.0,USD,646591000.0,USD,7479000.0,USD,0.0,USD,53988000.0,USD,91299000.0,USD,46509000.0,USD,555292000.0,USD,57474000.0,USD,33825000.0,USD,555292000.0,-270661000.0
0000704562,"Avid Bioservices, Inc.",TTM,2023,2023-06-21,USD / shares,0.01,USD,117786000.0,USD,31480000.0,USD,27879000.0,USD,149266000.0,USD,560000.0,USD,560000.0,USD,560000.0,,,USD,-87624000.0,USD,2901000.0,USD,451054000.0,USD,112451000.0,USD,451054000.0,USD,177369000.0,USD,0.0,USD,338603000.0,USD,261584000.0,USD,161234000.0,USD,189470000.0,USD,187875000.0,USD,73709000.0,USD,189470000.0,-90525000.0
0000704562,"Avid Bioservices, Inc.",FY,2023,2023-06-21,USD / shares,0.01,USD,117786000.0,USD,31480000.0,USD,27879000.0,USD,149266000.0,USD,560000.0,USD,560000.0,USD,560000.0,,,USD,-87624000.0,USD,2901000.0,USD,451054000.0,USD,112451000.0,USD,451054000.0,USD,177369000.0,USD,0.0,USD,338603000.0,USD,261584000.0,USD,161234000.0,USD,189470000.0,USD,187875000.0,USD,73709000.0,USD,189470000.0,-90525000.0
0001590750,"Viridian Therapeutics, Inc.\DE",Q2,2023,2023-08-08,USD / shares,-1.27,,,,,USD,59347000.0,USD,72000.0,USD,-55062000.0,USD,-55062000.0,USD,-55062000.0,,,USD,-1433000.0,USD,3068000.0,USD,351467000.0,USD,346331000.0,USD,351467000.0,USD,1882000.0,USD,0.0,USD,5136000.0,USD,35610000.0,USD,3254000.0,USD,315857000.0,USD,6953000.0,USD,28657000.0,USD,315857000.0,-4501000.0
0001590750,"Viridian Therapeutics, Inc.\DE",Q1,2023,2023-05-10,USD / shares,-1.61,,,,,USD,72571000.0,USD,98000.0,USD,-68151000.0,USD,-67935000.0,USD,0.0,,,USD,-67064000.0,USD,8204000.0,USD,386642000.0,USD,382602000.0,USD,386642000.0,USD,1590000.0,USD,0.0,USD,4040000.0,USD,36093000.0,USD,2450000.0,USD,350549000.0,USD,0.0,USD,29588000.0,USD,350549000.0,-75268000.0
0001377121,"Protagonist Therapeutics, Inc",Q2,2023,2023-08-03,USD / shares,-0.68,,,,,USD,42354000.0,USD,0.0,USD,-38536000.0,USD,-38536000.0,USD,-38536000.0,,,USD,107696000.0,USD,108172000.0,USD,320466000.0,USD,316941000.0,USD,320466000.0,USD,1263000.0,USD,0.0,USD,3525000.0,USD,26398000.0,USD,2262000.0,USD,294068000.0,USD,0.0,USD,26398000.0,USD,294068000.0,-476000.0
0001377121,"Protagonist Therapeutics, Inc",Q1,2023,2023-05-04,USD / shares,-0.67,,,,,USD,36021000.0,USD,0.0,USD,-33488000.0,USD,-33488000.0,USD,237000.0,,,USD,1942000.0,USD,26463000.0,USD,239858000.0,USD,235736000.0,USD,239858000.0,USD,1341000.0,USD,0.0,USD,4122000.0,USD,23691000.0,USD,2781000.0,USD,216167000.0,USD,0.0,USD,23229000.0,USD,216167000.0,-24521000.0
0000899460,MANNKIND CORP,Q2,2023,2023-08-07,USD / shares,-0.02,USD,5224000.0,USD,43387000.0,USD,14237000.0,USD,48611000.0,USD,-4822000.0,USD,-4822000.0,USD,-4822000.0,,,USD,315000.0,USD,-5945000.0,USD,313422000.0,USD,230233000.0,USD,313422000.0,USD,69510000.0,USD,0.0,USD,83189000.0,USD,573909000.0,USD,13679000.0,USD,-260487000.0,USD,476943000.0,USD,96966000.0,USD,-260487000.0,6260000.0
0000899460,MANNKIND CORP,Q1,2023,2023-05-09,USD / shares,-0.04,USD,5530000.0,USD,35096000.0,USD,16213000.0,USD,40626000.0,USD,-9795000.0,USD,-9795000.0,USD,0.0,,,USD,16102000.0,USD,1154000.0,USD,298137000.0,USD,223299000.0,USD,298137000.0,USD,54837000.0,USD,0.0,USD,74838000.0,USD,553533000.0,USD,20001000.0,USD,-255396000.0,USD,0.0,USD,81853000.0,USD,-255396000.0,14948000.0
0001725160,"Zentalis Pharmaceuticals, Inc.",Q2,2023,2023-08-09,USD / shares,-1.85,,,,,USD,103916000.0,USD,0.0,USD,-112346000.0,USD,-112309000.0,USD,218000.0,,,USD,230278000.0,USD,236621000.0,USD,621444000.0,USD,563929000.0,USD,621444000.0,USD,6650000.0,USD,141000.0,USD,57515000.0,USD,98162000.0,USD,50865000.0,USD,523141000.0,USD,46403000.0,USD,51759000.0,USD,523282000.0,-6343000.0
0001725160,"Zentalis Pharmaceuticals, Inc.",Q1,2023,2023-05-10,USD / shares,-1.07,,,,,USD,64953000.0,USD,0.0,USD,-62465000.0,USD,-62422000.0,USD,797000.0,,,USD,-6789000.0,USD,373000.0,USD,489342000.0,USD,410226000.0,USD,489342000.0,USD,6880000.0,USD,178000.0,USD,79116000.0,USD,103677000.0,USD,72236000.0,USD,385487000.0,USD,0.0,USD,56358000.0,USD,385665000.0,-7162000.0
0001657312,Verona Pharma plc,Q2,2023,2023-08-03,USD / shares,-0.01,,,,,USD,9965000.0,USD,0.0,USD,-8807000.0,USD,-8807000.0,USD,0.0,USD,499000.0,USD,-499000.0,USD,124000.0,USD,303929000.0,USD,287831000.0,USD,303929000.0,USD,11000.0,USD,0.0,USD,16098000.0,USD,30836000.0,USD,16098000.0,USD,273093000.0,USD,19887000.0,USD,10949000.0,USD,273093000.0,-623000.0
0001657312,Verona Pharma plc,Q1,2023,2023-05-09,USD / shares,-0.03,,,,,USD,22199000.0,USD,0.0,USD,-16743000.0,USD,-16743000.0,USD,0.0,USD,685000.0,USD,-685000.0,USD,68685000.0,USD,323146000.0,USD,306891000.0,USD,323146000.0,USD,12000.0,USD,0.0,USD,16255000.0,USD,46397000.0,USD,16255000.0,USD,276749000.0,USD,19874000.0,USD,26523000.0,USD,276749000.0,-69370000.0
0001069530,CASSAVA SCIENCES INC,Q2,2023,2023-08-03,USD / shares,-0.63,,,,,USD,28777000.0,USD,0.0,USD,-26376000.0,USD,-26376000.0,USD,0.0,,,USD,-19029000.0,USD,889000.0,USD,197248000.0,USD,174533000.0,USD,197248000.0,USD,22328000.0,USD,0.0,USD,22715000.0,USD,17895000.0,USD,387000.0,USD,179353000.0,USD,0.0,USD,17895000.0,USD,179353000.0,-19918000.0
0001069530,CASSAVA SCIENCES INC,Q1,2023,2023-05-01,USD / shares,-0.58,,,,,USD,26512000.0,USD,0.0,USD,-24271000.0,USD,-24271000.0,USD,0.0,,,USD,-13548000.0,USD,64000.0,USD,218111000.0,USD,194999000.0,USD,218111000.0,USD,22609000.0,USD,0.0,USD,23112000.0,USD,14106000.0,USD,503000.0,USD,204005000.0,USD,0.0,USD,13909000.0,USD,204005000.0,-13612000.0
0001649904,"RHYTHM PHARMACEUTICALS, INC.",Q2,2023,2023-08-01,USD / shares,-0.82,USD,2236000.0,USD,16985000.0,USD,63589000.0,USD,19221000.0,USD,-46711000.0,USD,-46711000.0,USD,-46711000.0,,,USD,6136000.0,USD,-965000.0,USD,309943000.0,USD,283878000.0,USD,309943000.0,USD,1773000.0,USD,0.0,USD,26065000.0,USD,127658000.0,USD,24292000.0,USD,182285000.0,USD,81555000.0,USD,46103000.0,USD,182285000.0,7101000.0
0001649904,"RHYTHM PHARMACEUTICALS, INC.",Q1,2023,2023-05-02,USD / shares,-0.92,USD,1421000.0,USD,10048000.0,USD,62579000.0,USD,11469000.0,USD,-52179000.0,USD,-52093000.0,USD,0.0,,,USD,-18102000.0,USD,-133000.0,USD,345678000.0,USD,317838000.0,USD,345678000.0,USD,2001000.0,USD,0.0,USD,27840000.0,USD,125915000.0,USD,25839000.0,USD,219763000.0,USD,0.0,USD,46029000.0,USD,219763000.0,-17969000.0
0001748907,Orchard Therapeutics plc,Q2,2023,2023-08-10,USD / shares,-0.07,USD,2189000.0,USD,5125000.0,USD,27687000.0,USD,7314000.0,USD,-14116000.0,USD,-14116000.0,USD,-1809000.0,,,USD,-23591000.0,USD,30935000.0,USD,232302000.0,USD,181290000.0,USD,232302000.0,USD,7808000.0,USD,0.0,USD,51012000.0,USD,123255000.0,USD,51012000.0,USD,109047000.0,USD,65738000.0,USD,57517000.0,USD,109047000.0,-54526000.0
0001748907,Orchard Therapeutics plc,Q1,2023,2023-05-15,USD / shares,-0.12,USD,367000.0,USD,870000.0,USD,27128000.0,USD,1237000.0,USD,-17412000.0,USD,-23069000.0,USD,-5657000.0,,,USD,-7348000.0,USD,31506000.0,USD,217017000.0,USD,166200000.0,USD,217017000.0,USD,8149000.0,USD,0.0,USD,50817000.0,USD,115362000.0,USD,50817000.0,USD,101655000.0,USD,0.0,USD,53286000.0,USD,101655000.0,-38854000.0
0001590560,uniQure N.V.,Q2,2023,2023-08-01,USD / shares,-1.44,,,,,USD,67496000.0,USD,2422000.0,USD,-68420000.0,USD,-68420000.0,USD,-68420000.0,USD,778000.0,USD,359748000.0,USD,370137000.0,USD,942769000.0,USD,756959000.0,USD,942769000.0,USD,48567000.0,USD,0.0,USD,185810000.0,USD,589449000.0,USD,185810000.0,USD,353320000.0,USD,521093000.0,USD,68356000.0,USD,353320000.0,-10389000.0
0001590560,uniQure N.V.,Q1,2023,2023-05-09,USD / shares,-1.63,,,,,USD,79497000.0,USD,5325000.0,USD,-71430000.0,USD,-71430000.0,USD,5797000.0,USD,1034000.0,USD,-74149000.0,USD,131000.0,USD,631004000.0,USD,442643000.0,USD,631004000.0,USD,50072000.0,USD,0.0,USD,188361000.0,USD,218233000.0,USD,188361000.0,USD,412771000.0,USD,151897000.0,USD,66336000.0,USD,412771000.0,-74280000.0
